variable,name,description,behaviour,computed_at_runtime_or_static
field.types.json_schema,field types json schema,Type translation for json_schema.,Scalar string or structured object depending on target; computed from kind/nullable/values.,computed_runtime
field.types.html_input,field types html input,Type translation for html_input.,Scalar string or structured object depending on target; computed from kind/nullable/values.,computed_runtime
field.types.default_value_type,field types default value type,Type translation for default_value_type.,Scalar string or structured object depending on target; computed from kind/nullable/values.,computed_runtime
field.is_string,field is string,Boolean flag indicating whether the current item is string.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_boolean,field is boolean,Boolean flag indicating whether the current item is boolean.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_number,field is number,Boolean flag indicating whether the current item is number.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_integer,field is integer,Boolean flag indicating whether the current item is integer.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_float,field is float,Boolean flag indicating whether the current item is float.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_decimal,field is decimal,Boolean flag indicating whether the current item is decimal.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_uuid,field is uuid,Boolean flag indicating whether the current item is uuid.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_enum,field is enum,Boolean flag indicating whether the current item is enum.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_foreign,field is foreign,Boolean flag indicating whether the current item is foreign.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_date,field is date,Boolean flag indicating whether the current item is date.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_datetime,field is datetime,Boolean flag indicating whether the current item is datetime.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_json,field is json,Boolean flag indicating whether the current item is json.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_jsonb,field is jsonb,Boolean flag indicating whether the current item is jsonb.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_object,field is object,Boolean flag indicating whether the current item is object.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_array,field is array,Boolean flag indicating whether the current item is array.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_nested,field is nested,Boolean flag indicating whether the current item is nested.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_scalar,field is scalar,Boolean flag indicating whether the current item is scalar.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_nullable,field is nullable,Boolean flag indicating whether the current item is nullable.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_required,field is required,Boolean flag indicating whether the current item is required.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_optional,field is optional,Boolean flag indicating whether the current item is optional.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.has_default,field has default,Boolean flag indicating whether default is configured or present.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.has_length,field has length,Boolean flag indicating whether length is configured or present.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.has_values,field has values,Boolean flag indicating whether values is configured or present.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_query_select,field is query select,Boolean flag indicating whether the current item is query select.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_query_default_select,field is query default select,Boolean flag indicating whether the current item is query default select.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_query_search,field is query search,Boolean flag indicating whether the current item is query search.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_query_sort,field is query sort,Boolean flag indicating whether the current item is query sort.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_query_filter,field is query filter,Boolean flag indicating whether the current item is query filter.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_mutation_create,field is mutation create,Boolean flag indicating whether the current item is mutation create.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_mutation_update,field is mutation update,Boolean flag indicating whether the current item is mutation update.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_mutation_edit,field is mutation edit,Boolean flag indicating whether the current item is mutation edit.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_mutation_api,field is mutation api,Boolean flag indicating whether the current item is mutation api.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_mutation_system,field is mutation system,Boolean flag indicating whether the current item is mutation system.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_generated,field is generated,Boolean flag indicating whether the current item is generated.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_immutable,field is immutable,Boolean flag indicating whether the current item is immutable.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_immutable_after_create,field is immutable after create,Boolean flag indicating whether the current item is immutable after create.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_persisted,field is persisted,Boolean flag indicating whether the current item is persisted.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_contextual,field is contextual,Boolean flag indicating whether the current item is contextual.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_toggleable,field is toggleable,Boolean flag indicating whether the current item is toggleable.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.query.default_select,field query default select,Field-level query.defaultSelect value.,Static config value with default false/undefined normalized to boolean where useful.,static
field.query.filter,field query filter,Field-level query.filter value.,Static config value with default false/undefined normalized to boolean where useful.,static
field.query.search,field query search,Field-level query.search value.,Static config value with default false/undefined normalized to boolean where useful.,static
field.query.select,field query select,Field-level query.select value.,Static config value with default false/undefined normalized to boolean where useful.,static
field.query.sort,field query sort,Field-level query.sort value.,Static config value with default false/undefined normalized to boolean where useful.,static
field.mutation.create,field mutation create,Field-level mutation.create value.,Static config value; may be boolean or scope string such as api/system.,static
field.mutation.edit,field mutation edit,Field-level mutation.edit value.,Static config value; may be boolean or scope string such as api/system.,static
field.mutation.generated,field mutation generated,Field-level mutation.generated value.,Static config value; may be boolean or scope string such as api/system.,static
field.mutation.immutable,field mutation immutable,Field-level mutation.immutable value.,Static config value; may be boolean or scope string such as api/system.,static
field.mutation.immutable_after_create,field mutation immutable after create,Field-level mutation.immutable_after_create value.,Static config value; may be boolean or scope string such as api/system.,static
field.mutation.persisted,field mutation persisted,Field-level mutation.persisted value.,Static config value; may be boolean or scope string such as api/system.,static
field.mutation.update,field mutation update,Field-level mutation.update value.,Static config value; may be boolean or scope string such as api/system.,static
field.state.toggle,field state toggle,field.state.toggle value from field config.,Static config value normalized for template use.,static
field.business.contextual,field business contextual,field.business.contextual value from field config.,Static config value normalized for template use.,static
field.business.context.key,field business context key,field.business.context_key value from field config.,Static config value normalized for template use.,static
field.system.persisted,field system persisted,field.system.persisted value from field config.,Static config value normalized for template use.,static
field.db.column_name,field db column name,Database-oriented derived value: column_name.,"Computed from field kind, names, and constraints.",computed_runtime
field.db.column_type,field db column type,Database-oriented derived value: column_type.,"Computed from field kind, names, and constraints.",computed_runtime
field.db.length,field db length,Database-oriented derived value: length.,"Computed from field kind, names, and constraints.",computed_runtime
field.db.nullable,field db nullable,Database-oriented derived value: nullable.,"Computed from field kind, names, and constraints.",computed_runtime
field.db.default,field db default,Database-oriented derived value: default.,"Computed from field kind, names, and constraints.",computed_runtime
field.is_primary,field is primary,Boolean flag indicating whether the current item is primary.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.is_unique_candidate,field is unique candidate,Boolean flag indicating whether the current item is unique candidate.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
field.db.index_name_fragment,field db index name fragment,Database-oriented derived value: index_name_fragment.,"Computed from field kind, names, and constraints.",computed_runtime
field.validation.zod_schema,field validation zod schema,Validation/form metadata for zod_schema.,"Computed from kind, length, nullable, defaults, and values.",computed_runtime
field.validation.class_validator_decorators,field validation class validator decorators,Validation/form metadata for class_validator_decorators.,"Computed from kind, length, nullable, defaults, and values.",computed_runtime
field.validation.openapi_schema,field validation openapi schema,Validation/form metadata for openapi_schema.,"Computed from kind, length, nullable, defaults, and values.",computed_runtime
field.validation.form_component,field validation form component,Validation/form metadata for form_component.,"Computed from kind, length, nullable, defaults, and values.",computed_runtime
field.validation.form_label,field validation form label,Validation/form metadata for form_label.,"Computed from kind, length, nullable, defaults, and values.",computed_runtime
field.validation.form_placeholder,field validation form placeholder,Validation/form metadata for form_placeholder.,"Computed from kind, length, nullable, defaults, and values.",computed_runtime
field.validation.form_required,field validation form required,Validation/form metadata for form_required.,"Computed from kind, length, nullable, defaults, and values.",computed_runtime
field.validation.form_options,field validation form options,Validation/form metadata for form_options.,"Computed from kind, length, nullable, defaults, and values.",computed_runtime
field.validation.error_messages,field validation error messages,Validation/form metadata for error_messages.,"Computed from kind, length, nullable, defaults, and values.",computed_runtime
enum_value.key,enum value key,Enum value context property key.,Available inside field.values_array loops.,static
enum_value.value,enum value value,Enum value context property value.,Available inside field.values_array loops.,static
enum_value.label,enum value label,Enum value context property label.,Available inside field.values_array loops.,computed_runtime
enum_value.index,enum value index,Enum value context property index.,Available inside field.values_array loops.,computed_runtime
enum_value.is_default,enum value is default,Boolean flag indicating whether the current item is default.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
enum_value.raw,enum value raw,Enum value context property raw.,Available inside field.values_array loops.,static
entity.relations.array.all,entity relations array all,All items in the collection; loopable.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.relations.array.one_to_many,entity relations array one to many,Filtered collection view for one to many items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.relations.array.many_to_one,entity relations array many to one,Filtered collection view for many to one items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.relations.array.many_to_many,entity relations array many to many,Filtered collection view for many to many items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.relations.array.with_cascade,entity relations array with cascade,Filtered collection view for with cascade items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.relations.array.with_on_delete,entity relations array with on delete,Filtered collection view for with on delete items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.relations.array.resolved,entity relations array resolved,Filtered collection view for resolved items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.relations.array.unresolved,entity relations array unresolved,Filtered collection view for unresolved items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.relations.array.count,entity relations array count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.relations.array.not_empty,entity relations array not empty,Boolean indicating whether the collection or filtered view has at least one item.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.relations.array.unresolved.not_empty,entity relations array unresolved not empty,Boolean indicating whether the collection or filtered view has at least one item.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.relations.array.many_to_one.count,entity relations array many to one count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.relations.array.one_to_many.count,entity relations array one to many count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.relations.array.many_to_many.count,entity relations array many to many count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
relation.key,relation key,Canonical relation key.,Scalar string inside relation loops.,static
relation.kind,relation kind,"Relation kind, e.g. one_to_many or many_to_one.",Scalar string.,static
relation.cascade,relation cascade,Whether relation cascades operations.,Boolean from config/default.,static
relation.on_delete,relation on delete,on_delete behavior such as CASCADE.,Scalar string or null.,static
relation.raw,relation raw,Original relation config.,Escape hatch.,static
relation.local_field,relation local field,Resolved local field context if available.,FieldContext object or null.,computed_runtime
relation.remote_field,relation remote field,Resolved remote field context if available.,FieldContext object or unresolved object.,computed_runtime
relation.fields.local,relation fields local,Alias to relation.local_field.,FieldContext or null.,computed_runtime
relation.fields.remote,relation fields remote,Alias to relation.remote_field.,FieldContext or unresolved object.,computed_runtime
relation.is_one_to_many,relation is one to many,Boolean flag indicating whether the current item is one to many.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
relation.is_many_to_one,relation is many to one,Boolean flag indicating whether the current item is many to one.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
relation.is_many_to_many,relation is many to many,Boolean flag indicating whether the current item is many to many.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
relation.has_cascade,relation has cascade,Boolean flag indicating whether cascade is configured or present.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
relation.has_on_delete,relation has on delete,Boolean flag indicating whether on delete is configured or present.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
relation.is_resolved,relation is resolved,Boolean flag indicating whether the current item is resolved.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
relation.is_unresolved,relation is unresolved,Boolean flag indicating whether the current item is unresolved.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
relation.has_local_field,relation has local field,Boolean flag indicating whether local field is configured or present.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
relation.has_remote_field,relation has remote field,Boolean flag indicating whether remote field is configured or present.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
relation.remote_field_unresolved,relation remote field unresolved,Boolean flag: remote field unresolved.,Boolean convenience flag.,computed_runtime
entity.indexes.array.all,entity indexes array all,All items in the collection; loopable.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.indexes.array.unique,entity indexes array unique,Filtered collection view for unique items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.indexes.array.non_unique,entity indexes array non unique,Filtered collection view for non unique items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.indexes.array.single_field,entity indexes array single field,Filtered collection view for single field items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.indexes.array.compound,entity indexes array compound,Filtered collection view for compound items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.indexes.array.count,entity indexes array count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.indexes.unique.array.count,entity indexes unique array count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.indexes.compound.array.count,entity indexes compound array count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.indexes.array.not_empty,entity indexes array not empty,Boolean indicating whether the collection or filtered view has at least one item.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.indexes.array.unique_indexes.not_empty,entity indexes array unique indexes not empty,Boolean indicating whether the collection or filtered view has at least one item.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.indexes.array.compound_indexes.not_empty,entity indexes array compound indexes not empty,Boolean indicating whether the collection or filtered view has at least one item.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
index.index,index index,Zero-based index ordinal in entity.indexes.arrays.all.,Number.,computed_runtime
index.number,index number,One-based index number for names or comments.,Number.,computed_runtime
index.name,index name,Computed stable index name.,String computed from entity and fields unless supplied.,computed_runtime
index.unique,index unique,Whether this index is unique.,Boolean; defaults false.,static
index.fields.array.all,index fields array all,All items in the collection; loopable.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
index.fields.array.count,index fields array count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
index.fields.name.casing.snake,index fields name casing snake,Snake casing form derived from the original name.,Name helper following the agreed `.name.casing.*` and optional final `.singular` / `.plural` pattern.,computed_runtime
index.fields.name.casing.constant,index fields name casing constant,Constant casing form derived from the original name.,Name helper following the agreed `.name.casing.*` and optional final `.singular` / `.plural` pattern.,computed_runtime
index.raw,index raw,Original index config.,Escape hatch.,static
index.is_unique,index is unique,Boolean flag indicating whether the current item is unique.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
index.is_non_unique,index is non unique,Boolean flag indicating whether the current item is non unique.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
index.is_single_field,index is single field,Boolean flag indicating whether the current item is single field.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
index.is_compound,index is compound,Boolean flag indicating whether the current item is compound.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
index.has_fields,index has fields,Boolean flag indicating whether fields is configured or present.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
entity.checks.array.all,entity checks array all,All items in the collection; loopable.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.checks.array.by_rule.not_empty,entity checks array by rule not empty,Boolean indicating whether the collection or filtered view has at least one item.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.checks.array.by_rule.regex,entity checks array by rule regex,Filtered collection view for by rule.regex items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.checks.array.with_pattern,entity checks array with pattern,Filtered collection view for with pattern items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.checks.array.count,entity checks array count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.checks.array.not_empty,entity checks array not empty,Boolean indicating whether the collection or filtered view has at least one item.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.checks.array.regex_checks.not_empty,entity checks array regex checks not empty,Boolean indicating whether the collection or filtered view has at least one item.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.checks.array.not_empty.count,entity checks array not empty count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.checks.array.regex.count,entity checks array regex count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
check.name,check name,Check name from config.,Scalar string.,static
check.rule.type,check rule type,"Type of check rule, e.g. notEmpty or regex.",Scalar string.,static
check.rule.field,check rule field,Field reference for check rule when provided.,Object or field context depending on resolution.,static
check.rule.pattern,check rule pattern,Regex pattern for regex checks.,String or null.,static
check.raw,check raw,Original check config.,Escape hatch.,static
check.is_not_empty,check is not empty,Boolean flag indicating whether the current item is not empty.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
check.is_regex,check is regex,Boolean flag indicating whether the current item is regex.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
check.has_field,check has field,Boolean flag indicating whether field is configured or present.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
check.has_pattern,check has pattern,Boolean flag indicating whether pattern is configured or present.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
entity.transitions.array.all,entity transitions array all,All items in the collection; loopable.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.transitions.array.count,entity transitions array count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.transitions.array.not_empty,entity transitions array not empty,Boolean indicating whether the collection or filtered view has at least one item.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.workflows.array.all,entity workflows array all,All items in the collection; loopable.,Array namespace operation; arrays are exposed under `.array` by convention.,static
entity.workflows.array.count,entity workflows array count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.workflows.array.not_empty,entity workflows array not empty,Boolean indicating whether the collection or filtered view has at least one item.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
transition.initial,transition initial,Initial state for this state machine.,Scalar string.,static
transition.terminal.array.all,transition terminal array all,All items in the collection; loopable.,Array namespace operation; arrays are exposed under `.array` by convention.,static
transition.states.array.all,transition states array all,All items in the collection; loopable.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
transition.edges.array.all,transition edges array all,All items in the collection; loopable.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
transition.map,transition map,Raw transitions object mapping from state to allowed states.,Map/object; direct lookup only.,static
transition.raw,transition raw,Original transition config.,Escape hatch.,static
transition.states.array.count,transition states array count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
transition.edges.array.count,transition edges array count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
state.key,state key,State context variable state.key.,Available inside transition.states.arrays.all loops.,computed_runtime
state.name.casing.snake,state name casing snake,Snake casing form derived from the original name.,Name helper following the agreed `.name.casing.*` and optional final `.singular` / `.plural` pattern.,computed_runtime
state.name.casing.constant,state name casing constant,Constant casing form derived from the original name.,Name helper following the agreed `.name.casing.*` and optional final `.singular` / `.plural` pattern.,computed_runtime
state.is_initial,state is initial,Boolean flag indicating whether the current item is initial.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
state.is_terminal,state is terminal,Boolean flag indicating whether the current item is terminal.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
state.to.array.all,state to array all,All items in the collection; loopable.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
state.to.array.count,state to array count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
edge.from,edge from,Transition edge context variable edge.from.,Available inside transition.edges.arrays.all loops.,computed_runtime
edge.to,edge to,Transition edge context variable edge.to.,Available inside transition.edges.arrays.all loops.,computed_runtime
edge.name.casing.snake,edge name casing snake,Snake casing form derived from the original name.,Name helper following the agreed `.name.casing.*` and optional final `.singular` / `.plural` pattern.,computed_runtime
edge.name.casing.constant,edge name casing constant,Constant casing form derived from the original name.,Name helper following the agreed `.name.casing.*` and optional final `.singular` / `.plural` pattern.,computed_runtime
entity.options.audit,entity options audit,Option audit from entity config.,Static boolean/config value with normalized defaults.,static
entity.options.has_audit,entity options has audit,Boolean flag indicating whether audit is configured or present.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
entity.options.soft_delete,entity options soft delete,Option softDelete from entity config.,Static boolean/config value with normalized defaults.,static
entity.options.has_soft_delete,entity options has soft delete,Boolean flag indicating whether soft delete is configured or present.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
entity.options.timestamps,entity options timestamps,Option timestamps from entity config.,Static boolean/config value with normalized defaults.,static
entity.options.has_timestamps,entity options has timestamps,Boolean flag indicating whether timestamps is configured or present.,Direct boolean check intended for use in `{!# if ... !}` conditions.,computed_runtime
entity.options.timestamps.fields.created_at,entity options timestamps fields created at,Derived conventional field name for entity.options.timestamps.fields.created_at.,Computed only when relevant option is enabled.,computed_runtime
entity.options.timestamps.fields.updated_at,entity options timestamps fields updated at,Derived conventional field name for entity.options.timestamps.fields.updated_at.,Computed only when relevant option is enabled.,computed_runtime
entity.options.audit.fields.created_by,entity options audit fields created by,Derived conventional field name for entity.options.audit.fields.created_by.,Computed only when relevant option is enabled.,computed_runtime
entity.options.audit.fields.updated_by,entity options audit fields updated by,Derived conventional field name for entity.options.audit.fields.updated_by.,Computed only when relevant option is enabled.,computed_runtime
entity.options.soft_delete.fields.deleted_at,entity options soft delete fields deleted at,Derived conventional field name for entity.options.soft_delete.fields.deleted_at.,Computed only when relevant option is enabled.,computed_runtime
entity.templates.array.by_type.entity,entity templates array by type entity,Filtered collection view for by type.entity items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.templates.array.entity.count,entity templates array entity count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.templates.array.by_type.resource,entity templates array by type resource,Filtered collection view for by type.resource items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.templates.array.resource.count,entity templates array resource count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.template_groups.array.all,entity template groups array all,All items in the collection; loopable.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.template_groups.array.count,entity template groups array count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.template_groups.array.not_empty,entity template groups array not empty,Boolean indicating whether the collection or filtered view has at least one item.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.templates.array.all,entity templates array all,All items in the collection; loopable.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.templates.array.entity,entity templates array entity,Filtered collection view for entity items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.templates.array.resource,entity templates array resource,Filtered collection view for resource items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.templates.array.count,entity templates array count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
entity.templates.array.not_empty,entity templates array not empty,Boolean indicating whether the collection or filtered view has at least one item.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
template_group.root.dir,template group root dir,Root directory for templates in this group.,Scalar path string.,static
template_group.templates.array.all,template group templates array all,All items in the collection; loopable.,Array namespace operation; arrays are exposed under `.array` by convention.,static
template_group.templates.array.count,template group templates array count,Number of items in the collection or filtered view.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
template_group.raw,template group raw,Original template group config.,Escape hatch.,static
template.name,template name,Template key/name such as dto.create or service.,Scalar string.,static
template.type,template type,Template type such as entity or resource.,Scalar string.,static
template.description,template description,Human description of what the template creates.,Scalar string.,static
template.template_path,template template path,Path to the .hbs template file.,Scalar path string.,static
template.root.dir,template root dir,Resolved root directory inherited from template group.,Scalar path string.,computed_runtime
template.raw,template raw,Original template config.,Escape hatch.,static
template.output_folder.array.parts,template output folder array parts,Filtered collection view for parts items; loopable when it returns a collection.,Array namespace operation; arrays are exposed under `.array` by convention.,computed_runtime
template.output_folder.raw_parts,template output folder raw parts,Original outputFolder array before rendering expressions.,Array from config.,static
template.output_folder.path,template output folder path,Joined output folder path.,Path fact supplied by the generator; template authors choose the import syntax.,computed_runtime
template.file.name.base,template file name base,Base file name expression/value.,Name helper following the agreed `.name.casing.*` and optional final `.singular` / `.plural` pattern.,static
template.file.name.prefix,template file name prefix,File name prefix.,Name helper following the agreed `.name.casing.*` and optional final `.singular` / `.plural` pattern.,static
template.file.name.suffix,template file name suffix,File name suffix.,Name helper following the agreed `.name.casing.*` and optional final `.singular` / `.plural` pattern.,static
template.file.name.ext,template file name ext,File extension without dot.,Name helper following the agreed `.name.casing.*` and optional final `.singular` / `.plural` pattern.,static
template.file.name.rendered,template file name rendered,Final rendered file name.,Name helper following the agreed `.name.casing.*` and optional final `.singular` / `.plural` pattern.,computed_runtime
template.output.path,template output path,Final full output path for generated file.,Path fact supplied by the generator; template authors choose the import syntax.,computed_runtime
template.output.relative_path,template output relative path,Output path relative to source/output root.,Computed path string.,computed_runtime
template.render.input_path,template render input path,Resolved absolute path to template file.,Computed path string.,computed_runtime
template.render.should_write,template render should write,Whether this template should be emitted for the current config.,Boolean; may depend on filters/conditions.,computed_runtime
